"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for","Significant"
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Women: Most deprived vs least deprived",1.16,0.96,1.4,"Age, Ethnicity",FALSE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Women: Pacific vs non-Pacific",1.06,0.88,1.26,"Age",FALSE
"ind_45","Current smoking (and cannabis use)","Age first tried a cigarette",NA,NA,NA,NA,NA,NA,NA,NA
"ind_46","Current smoking (and cannabis use)","Age of starting smoking daily",NA,NA,NA,NA,NA,NA,NA,NA
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Asian vs non-Asian",0.44,0.2,1.01,"Age, Sex",FALSE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Maori vs non-Maori",2.53,1.92,3.33,"Age, Sex",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Men: Asian vs non-Asian",0.6,0.24,1.5,"Age",FALSE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Men: Maori vs non-Maori",2.2,1.48,3.26,"Age",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Men: Most deprived vs least deprived",1.99,1.05,3.78,"Age, Ethnicity",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Men: Pacific vs non-Pacific",1.04,0.63,1.72,"Age",FALSE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Most deprived vs least deprived",2.53,1.53,4.19,"Age, Sex, Ethnicity",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Pacific vs non-Pacific",1.4,1,1.95,"Age, Sex",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Women vs men",0.64,0.49,0.83,"Age",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Women: Maori vs non-Maori",3.06,2.14,4.37,"Age",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Women: Most deprived vs least deprived",3.96,1.84,8.51,"Age, Ethnicity",TRUE
"ind_47","Current smoking (and cannabis use)","Current smoker","adults",2018,"Women: Pacific vs non-Pacific",2,1.34,2.99,"Age",TRUE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Asian vs non-Asian",0.33,0.17,0.63,"Age, Sex",TRUE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Maori vs non-Maori",0.96,0.61,1.51,"Age, Sex",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Men: Maori vs non-Maori",1.09,0.55,2.19,"Age",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Men: Most deprived vs least deprived",0.48,0.21,1.12,"Age, Ethnicity",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Men: Pacific vs non-Pacific",0.74,0.29,1.91,"Age",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Most deprived vs least deprived",0.47,0.27,0.82,"Age, Sex, Ethnicity",TRUE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Pacific vs non-Pacific",0.66,0.36,1.22,"Age, Sex",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Women vs men",1.08,0.79,1.47,"Age",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Women: Asian vs non-Asian",0.43,0.2,0.91,"Age",TRUE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Women: Maori vs non-Maori",0.85,0.49,1.46,"Age",FALSE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Women: Most deprived vs least deprived",0.46,0.23,0.91,"Age, Ethnicity",TRUE
"ind_48","Current smoking (and cannabis use)","Past experimental smoker","adults",2018,"Women: Pacific vs non-Pacific",0.59,0.26,1.32,"Age",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Asian vs non-Asian",0.37,0.22,0.62,"Age, Sex",TRUE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Maori vs non-Maori",1.13,0.94,1.35,"Age, Sex",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Men: Asian vs non-Asian",0.59,0.31,1.1,"Age",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Men: Maori vs non-Maori",0.97,0.72,1.31,"Age",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Men: Most deprived vs least deprived",1.09,0.78,1.52,"Age, Ethnicity",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Men: Pacific vs non-Pacific",0.82,0.51,1.3,"Age",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Most deprived vs least deprived",1.14,0.91,1.43,"Age, Sex, Ethnicity",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Pacific vs non-Pacific",0.84,0.62,1.13,"Age, Sex",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Women vs men",0.88,0.75,1.05,"Age",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Women: Asian vs non-Asian",0.16,0.05,0.46,"Age",TRUE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Women: Maori vs non-Maori",1.29,1.03,1.62,"Age",TRUE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Women: Most deprived vs least deprived",1.16,0.89,1.52,"Age, Ethnicity",FALSE
"ind_49","Current smoking (and cannabis use)","Former smoker","adults",2018,"Women: Pacific vs non-Pacific",0.87,0.62,1.23,"Age",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Asian vs non-Asian",0.35,0.12,1,"Age, Sex",TRUE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Maori vs non-Maori",1.16,0.83,1.61,"Age, Sex",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Men: Asian vs non-Asian",0.48,0.14,1.67,"Age",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Men: Maori vs non-Maori",0.91,0.54,1.52,"Age",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Men: Most deprived vs least deprived",0.89,0.49,1.64,"Age, Ethnicity",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Men: Pacific vs non-Pacific",0.65,0.32,1.29,"Age",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Most deprived vs least deprived",0.91,0.57,1.44,"Age, Sex, Ethnicity",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Pacific vs non-Pacific",0.59,0.34,1.01,"Age, Sex",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Women vs men",0.52,0.39,0.7,"Age",TRUE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Women: Maori vs non-Maori",1.68,1.07,2.63,"Age",TRUE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Women: Most deprived vs least deprived",0.89,0.48,1.63,"Age, Ethnicity",FALSE
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults",2018,"Women: Pacific vs non-Pacific",0.49,0.19,1.27,"Age",FALSE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Asian vs non-Asian",1.9,1.67,2.17,"Age, Sex",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Maori vs non-Maori",0.53,0.41,0.68,"Age, Sex",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Men: Asian vs non-Asian",1.77,1.4,2.25,"Age",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Men: Maori vs non-Maori",0.48,0.31,0.76,"Age",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Men: Most deprived vs least deprived",0.82,0.62,1.09,"Age, Ethnicity",FALSE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Men: Pacific vs non-Pacific",1.11,0.84,1.46,"Age",FALSE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Most deprived vs least deprived",0.84,0.7,1,"Age, Sex, Ethnicity",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Pacific vs non-Pacific",1.02,0.87,1.2,"Age, Sex",FALSE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Women vs men",1.25,1.1,1.41,"Age",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Women: Asian vs non-Asian",2,1.76,2.27,"Age",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Women: Maori vs non-Maori",0.57,0.45,0.71,"Age",TRUE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Women: Most deprived vs least deprived",0.85,0.71,1.03,"Age, Ethnicity",FALSE
"ind_50","Current smoking (and cannabis use)","Never smoker","adults",2018,"Women: Pacific vs non-Pacific",0.94,0.78,1.13,"Age",FALSE
"ind_51","Current smoking (and cannabis use)","Average number of cigarettes smoked per day",NA,NA,NA,NA,NA,NA,NA,NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Maori vs non-Maori",3.08,2.05,4.62,"Age, Sex",TRUE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Men: Maori vs non-Maori",3.09,1.75,5.45,"Age",TRUE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Men: Most deprived vs least deprived",3.56,1.34,9.44,"Age, Ethnicity",TRUE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Men: Pacific vs non-Pacific",0.97,0.38,2.49,"Age",FALSE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Most deprived vs least deprived",4.89,2.31,10.38,"Age, Sex, Ethnicity",TRUE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Pacific vs non-Pacific",1.4,0.77,2.54,"Age, Sex",FALSE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Women vs men",0.61,0.43,0.88,"Age",TRUE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Women: Maori vs non-Maori",3.03,1.83,5.02,"Age",TRUE
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults",2018,"Women: Pacific vs non-Pacific",2.19,1.24,3.87,"Age",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Asian vs non-Asian",0.37,0.14,0.96,"Age, Sex",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Maori vs non-Maori",2.74,2.02,3.71,"Age, Sex",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Men: Asian vs non-Asian",0.63,0.23,1.73,"Age",FALSE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Men: Maori vs non-Maori",2.32,1.48,3.63,"Age",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Men: Most deprived vs least deprived",2.39,1.1,5.17,"Age, Ethnicity",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Men: Pacific vs non-Pacific",1.08,0.61,1.91,"Age",FALSE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Most deprived vs least deprived",3.04,1.7,5.46,"Age, Sex, Ethnicity",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Pacific vs non-Pacific",1.38,0.93,2.04,"Age, Sex",FALSE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Women vs men",0.65,0.49,0.86,"Age",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Women: Maori vs non-Maori",3.4,2.42,4.77,"Age",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Women: Most deprived vs least deprived",4.61,1.96,10.85,"Age, Ethnicity",TRUE
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults",2018,"Women: Pacific vs non-Pacific",1.87,1.21,2.9,"Age",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Asian vs non-Asian",0.41,0.24,0.71,"Age, Sex",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Maori vs non-Maori",2.08,1.73,2.51,"Age, Sex",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Men: Asian vs non-Asian",0.53,0.31,0.93,"Age",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Men: Maori vs non-Maori",2,1.56,2.58,"Age",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Men: Most deprived vs least deprived",1.29,0.85,1.96,"Age, Ethnicity",FALSE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Men: Pacific vs non-Pacific",0.78,0.53,1.14,"Age",FALSE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Most deprived vs least deprived",1.51,1.12,2.03,"Age, Sex, Ethnicity",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Pacific vs non-Pacific",0.92,0.72,1.18,"Age, Sex",FALSE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Women vs men",0.72,0.59,0.88,"Age",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Women: Asian vs non-Asian",0.26,0.07,0.96,"Age",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Women: Maori vs non-Maori",2.19,1.68,2.85,"Age",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Women: Most deprived vs least deprived",1.9,1.22,2.95,"Age, Ethnicity",TRUE
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults",2018,"Women: Pacific vs non-Pacific",1.13,0.84,1.53,"Age",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Asian vs non-Asian",0.32,0.11,0.96,"Age, Sex",TRUE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Maori vs non-Maori",1.86,1.13,3.04,"Age, Sex",TRUE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Men: Maori vs non-Maori",1.87,0.84,4.15,"Age",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Men: Pacific vs non-Pacific",1.24,0.41,3.81,"Age",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Most deprived vs least deprived",2.21,0.96,5.09,"Age, Sex, Ethnicity",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Pacific vs non-Pacific",1.15,0.52,2.56,"Age, Sex",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Women vs men",0.71,0.43,1.18,"Age",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Women: Maori vs non-Maori",1.85,0.93,3.64,"Age",FALSE
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Women: Pacific vs non-Pacific",1.01,0.29,3.46,"Age",FALSE
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Asian vs non-Asian",1.12,0.34,3.69,"Age, Sex",FALSE
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Maori vs non-Maori",0.68,0.34,1.35,"Age, Sex",FALSE
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Pacific vs non-Pacific",1.62,0.71,3.68,"Age, Sex",FALSE
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Women vs men",0.58,0.31,1.08,"Age",FALSE
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Asian vs non-Asian",0.94,0.29,2.99,"Age, Sex",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Maori vs non-Maori",0.76,0.43,1.33,"Age, Sex",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Maori vs non-Maori",0.69,0.29,1.68,"Age",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Men: Pacific vs non-Pacific",1.69,0.6,4.77,"Age",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Most deprived vs least deprived",1.51,0.63,3.62,"Age, Sex, Ethnicity",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Pacific vs non-Pacific",1.31,0.6,2.85,"Age, Sex",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Women vs men",0.88,0.51,1.53,"Age",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Maori vs non-Maori",0.9,0.44,1.86,"Age",FALSE
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Women: Pacific vs non-Pacific",0.93,0.25,3.49,"Age",FALSE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Asian vs non-Asian",0.65,0.32,1.32,"Age, Sex",FALSE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Maori vs non-Maori",1.34,1.05,1.7,"Age, Sex",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Men: Asian vs non-Asian",0.99,0.41,2.4,"Age",FALSE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Men: Maori vs non-Maori",1.26,0.89,1.79,"Age",FALSE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Men: Most deprived vs least deprived",1.37,0.86,2.18,"Age, Ethnicity",FALSE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Men: Pacific vs non-Pacific",1.59,1.03,2.47,"Age",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Most deprived vs least deprived",1.56,1.13,2.15,"Age, Sex, Ethnicity",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Pacific vs non-Pacific",1.42,1.04,1.93,"Age, Sex",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Women vs men",0.76,0.6,0.96,"Age",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Women: Asian vs non-Asian",0.28,0.09,0.84,"Age",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Women: Maori vs non-Maori",1.43,1.01,2.02,"Age",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Women: Most deprived vs least deprived",1.89,1.21,2.95,"Age, Ethnicity",TRUE
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Women: Pacific vs non-Pacific",1.19,0.76,1.85,"Age",FALSE
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Maori vs non-Maori",NA,NA,NA,"Age, Sex",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Men: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Pacific vs non-Pacific",NA,NA,NA,"Age, Sex",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Women vs men",0.86,0.5,1.47,"Age",FALSE
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)",NA,NA,NA,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Asian vs non-Asian",0.66,0.52,0.84,"Age, Sex",TRUE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Maori vs non-Maori",0.99,0.82,1.2,"Age, Sex",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Men: Asian vs non-Asian",0.89,0.67,1.18,"Age",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Men: Maori vs non-Maori",1.02,0.77,1.35,"Age",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Men: Most deprived vs least deprived",0.76,0.55,1.04,"Age, Ethnicity",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Men: Pacific vs non-Pacific",0.81,0.56,1.18,"Age",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Most deprived vs least deprived",0.77,0.62,0.97,"Age, Sex, Ethnicity",TRUE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Pacific vs non-Pacific",0.9,0.69,1.15,"Age, Sex",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Women vs men",0.78,0.66,0.92,"Age",TRUE
