"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Total",3.6,2.5,5,5.2,3.5,7.3,4.3,3.4,5.6,171000,134000,219000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"15-24",5.7,2.4,11.1,8.8,3.5,17.7,7.3,4,12,49000,27000,81000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"25-44",4.2,2.5,6.7,7.7,4.1,12.9,5.9,4,8.5,77000,52000,110000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"45-64",3.5,1.5,6.9,3,1.4,5.5,3.3,1.9,5.2,39000,23000,63000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"65+",0.8,0.2,2.2,0.7,0.1,2.1,0.7,0.3,1.6,6000,2000,13000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Maori",6.5,3.5,11,9.9,4.6,18.1,8.1,5.1,12.2,42000,26000,63000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Pacific",4.1,1.1,10.3,7.6,2.2,17.8,5.9,2.5,11.5,15000,7000,30000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"Asian",0.7,0,4.2,3,0.7,8.3,1.9,0.5,4.6,11000,3000,28000
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults",2018,"European/Other",3.9,2.6,5.7,5.2,3.2,8.1,4.6,3.4,6.1,136000,99000,181000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Least (1-3)",NA,NA,NA,NA,NA,NA,5,1.1,13.9,5000,1000,13000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Mid (4-7)",2.7,0.1,15,4.4,0.6,14.6,3.7,0.8,10,8000,2000,22000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Most (8-10)",2,0.3,6.5,1.5,0,8.4,1.8,0.4,5,3000,1000,8000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Total",3.5,1.1,8.4,3.1,0.8,8.3,3.3,1.6,6.7,15000,7000,31000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"15-24",0,0,13,0,0,11.6,0,0,6.5,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"25-44",4.6,0.9,13.6,5.4,0.9,15.9,5.1,1.7,11.3,10000,3000,23000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"45-64",6,0.7,20.6,NA,NA,NA,5,0.7,15.7,4000,1000,14000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Maori",0.4,0,1.5,4.9,1,13.7,2.6,0.7,6.9,3000,1000,8000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Pacific",0,0,14.4,NA,NA,NA,1.1,0,6.5,0,0,3000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2014,"European/Other",4.3,1.3,10.5,0.7,0,2.9,2.5,0.9,5.5,9000,3000,20000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Least (1-3)",0,0,14.5,9.5,1.7,27.1,6.1,1.1,17.9,10000,2000,28000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Mid (4-7)",8.9,3.7,17.3,4.5,1.1,11.9,6.4,3.3,11.2,15000,8000,27000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Most (8-10)",6.1,2.8,11.6,4.4,0.9,12.3,5.1,2.3,9.7,13000,6000,24000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Total",6,3.3,9.7,5.8,2.6,10.9,5.9,3.7,9,38000,24000,58000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"15-24",2.7,0.6,7.5,1.7,0.1,8.2,2.1,0.5,5.6,4000,1000,11000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"25-44",6.4,2.3,13.7,6.6,1.5,17.4,6.5,2.8,12.6,18000,8000,35000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"45-64",5.3,2.1,10.9,8.4,1.8,22.5,7,2.6,14.6,9000,3000,19000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"65+",NA,NA,NA,NA,NA,NA,24.2,4.8,57.4,6000,1000,14000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Maori",4.8,1.7,10.1,2.9,0.5,9.3,3.8,1.7,7.4,7000,3000,13000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Pacific",2.9,0.2,11.5,7,0.7,24.6,5.5,1,16.4,3000,1000,9000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"Asian",NA,NA,NA,NA,NA,NA,10.8,0.9,37.8,7000,1000,25000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2016,"European/Other",6.3,3.1,11.2,5.4,2.3,10.8,5.8,3.5,9.1,27000,16000,43000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Least (1-3)",4.4,0.3,18,19.2,4.8,44.4,13.7,4.7,28.8,26000,9000,54000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Mid (4-7)",13.2,4.8,27.1,14.7,6.7,26.7,14.1,8,22.4,54000,30000,85000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Most (8-10)",10.1,4.9,18,19.5,9,34.3,15,8.9,23.2,47000,28000,72000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Total",10.3,5.9,16.3,17.3,10.9,25.4,14.3,10.4,19.4,126000,92000,171000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"15-24",4.9,1,13.8,14.2,4.6,30.6,10.4,4.3,20.3,32000,13000,63000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"25-44",7.5,3,15.1,21,10.5,35.3,15.4,9,23.9,58000,34000,90000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"45-64",26.9,9.6,51.7,19.1,7.9,35.7,22.7,12.4,36.3,33000,18000,53000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"65+",NA,NA,NA,NA,NA,NA,5.6,1.4,14.3,3000,1000,7000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Maori",7.8,3.1,15.7,12.2,4.6,24.9,10.3,5.3,17.4,25000,13000,42000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Pacific",13.6,2.7,35.7,29.8,9.1,59.2,21.8,9.1,40.2,14000,6000,27000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"Asian",NA,NA,NA,NA,NA,NA,15.5,3.2,39.3,11000,2000,29000
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping",2018,"European/Other",11.1,5.8,18.8,16.3,9.2,25.8,14.2,9.3,20.4,98000,65000,141000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Least (1-3)",NA,NA,NA,NA,NA,NA,5,1.1,13.9,5000,1000,13000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Mid (4-7)",4.2,0.4,15.8,5.2,1,15.1,4.7,1.5,11.1,11000,3000,25000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Most (8-10)",3.2,0.9,7.8,3.9,0.5,13.4,3.6,1.2,7.9,5000,2000,12000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Total",4.6,1.7,9.5,4.3,1.5,9.5,4.4,2.5,7.8,21000,11000,36000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"15-24",0,0,12.1,0.3,0,1.9,0.2,0,1,0,0,2000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"25-44",5.1,1.1,13.8,6.1,1.4,16.4,5.7,2.1,11.9,12000,4000,24000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"45-64",6.8,1.1,20.6,NA,NA,NA,7.3,1.9,18,7000,2000,16000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Maori",1.9,0.5,5.2,6.5,1.7,16.2,4.2,1.6,8.9,5000,2000,10000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Pacific",2.1,0,12.3,NA,NA,NA,2,0.2,7.8,1000,0,3000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2014,"European/Other",5.5,2,11.8,1.5,0.2,5.2,3.5,1.5,6.8,13000,6000,25000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Least (1-3)",1,0,5.6,11.3,2.7,28.1,7.6,2,18.7,12000,3000,29000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Mid (4-7)",10.5,4.9,19,6.5,2,15,8.3,4.6,13.5,20000,11000,32000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Most (8-10)",11.7,5.2,21.9,7.4,2.9,15.1,9.3,5.1,15.3,23000,12000,37000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Total",9,5.4,13.9,8.1,4.5,13.4,8.5,6,12,54000,38000,77000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"15-24",8.7,1.8,23.4,3.2,0.7,9.1,5.2,2,10.9,11000,4000,22000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"25-44",7.9,3.4,15.2,10.5,4.1,21.1,9.4,5,15.8,26000,14000,44000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"45-64",8.6,3.8,16,8.9,2.1,22.8,8.8,4,16.3,12000,5000,22000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"65+",NA,NA,NA,NA,NA,NA,24.2,4.8,57.4,6000,1000,14000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Maori",7.6,3.3,14.6,6.9,2.6,14.3,7.3,4,11.9,13000,7000,21000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Pacific",4,0.5,13.2,12,2.8,30.2,9.1,2.8,20.7,5000,2000,11000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"Asian",NA,NA,NA,NA,NA,NA,10.8,0.9,37.8,7000,1000,25000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2016,"European/Other",9.8,5.4,16.1,7.6,3.8,13.3,8.5,5.6,12.4,40000,27000,58000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Least (1-3)",5.5,0.7,18.6,19.8,5.2,44.8,14.5,5.3,29.3,27000,10000,55000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Mid (4-7)",20.6,10.4,34.5,14.7,6.7,26.7,17.1,10.9,24.9,65000,42000,94000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Most (8-10)",17.1,9,28.2,21.9,11.1,36.5,19.6,12.6,28.4,61000,39000,89000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Total",16.3,10.7,23.3,18.2,11.8,26.3,17.4,13.4,22.4,153000,118000,197000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"15-24",12.9,4.4,27.5,14.2,4.6,30.6,13.7,7,23.3,42000,22000,72000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"25-44",13.4,7.1,22.2,22.3,11.6,36.6,18.6,11.9,27.1,70000,45000,102000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"45-64",31.2,12.8,55.2,20.9,9.3,37.5,25.7,14.9,39.2,38000,22000,57000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"65+",NA,NA,NA,NA,NA,NA,6.5,1.8,15.6,3000,1000,7000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Maori",14.3,6.8,25.2,13.5,5.6,25.9,13.8,8.2,21.3,33000,20000,52000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Pacific",15,3.5,36.6,29.8,9.1,59.2,22.5,9.7,40.7,15000,6000,27000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"Asian",NA,NA,NA,NA,NA,NA,15.5,3.2,39.3,11000,2000,29000
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping",2018,"European/Other",17.9,11.3,26.2,17.3,10.1,26.7,17.5,12.6,23.4,121000,87000,162000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Least (1-3)",13.3,8.2,20.1,15,8.4,24,14.1,9.6,19.7,149000,102000,208000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Mid (4-7)",18.3,13.6,23.8,23.5,17.5,30.3,20.8,16.7,25.4,283000,227000,346000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Most (8-10)",17,12.2,22.9,19.6,14.1,26,18.3,14.7,22.5,167000,133000,204000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Total",16.4,13.5,19.6,19.7,16.3,23.5,18,15.7,20.6,599000,521000,686000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"15-24",7.8,2.5,17.6,3,0.8,7.6,5.4,2.3,10.4,33000,14000,63000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"25-44",13.9,9.6,19.2,12.9,8.6,18.4,13.4,10.2,17.3,159000,120000,204000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"45-64",23.7,17.4,30.9,31.7,23.8,40.4,27.5,22.6,32.8,287000,236000,343000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"65+",16.7,10.3,25,32.7,21.7,45.2,24.4,17.8,32,121000,88000,159000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Maori",19.3,14,25.6,27.4,21.4,34.1,23.2,19,27.8,96000,78000,115000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Pacific",10.7,6,17.1,17.3,10.5,26.1,13.8,10.1,18.1,23000,17000,31000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"Asian",11,5.6,18.8,13,6.3,22.7,11.9,7.4,17.8,34000,21000,51000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2006,"European/Other",16.8,13.4,20.7,19.3,15.2,23.9,18,15.1,21.2,477000,402000,561000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Least (1-3)",15.7,10.3,22.5,15.5,9.9,22.7,15.6,11.9,20,164000,124000,210000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Mid (4-7)",15.9,11.2,21.7,14.2,9.8,19.6,15.1,11.7,19,205000,159000,258000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Most (8-10)",17.3,12.1,23.7,17,11.3,24.1,17.2,13.4,21.6,164000,128000,206000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Total",16.2,13.2,19.7,15.4,12.4,18.9,15.8,13.8,18.2,533000,463000,611000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"15-24",5,0.5,17.9,4,0.7,12.1,4.5,1.3,11.1,28000,8000,68000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"25-44",14.4,9.5,20.5,13.2,8.2,19.8,13.8,10.4,18,166000,124000,216000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"45-64",22.6,16.4,29.8,21.1,14.8,28.7,21.8,17.4,26.8,229000,182000,281000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"65+",21.2,13.3,31,23.7,13.2,37.2,22.2,15.6,30,110000,78000,149000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Maori",16,10.9,22.4,17.5,10.8,26,16.7,12.7,21.4,71000,54000,90000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Pacific",16.2,11,22.7,24.1,14.5,36.1,19.9,14.5,26.3,36000,27000,48000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"Asian",9.3,0.8,32.5,3.2,0.3,12.6,6.4,1.2,18.4,21000,4000,59000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2008,"European/Other",17.1,13.5,21.2,15.6,12,19.7,16.3,13.8,19.1,438000,370000,512000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Least (1-3)",20,14.2,26.9,20.7,9.2,37.2,20.3,13.7,28.4,238000,160000,332000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Mid (4-7)",14.9,9.4,22,22.8,16.1,30.7,18.7,14.2,23.8,234000,177000,299000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Most (8-10)",14.9,10.9,19.8,17.8,12.5,24.2,16.3,13.1,19.9,167000,134000,203000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Total",16.6,13.5,20,20.6,15.3,26.8,18.5,15.6,21.9,638000,536000,753000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"15-24",3.5,0.7,9.7,2.2,0.1,10.5,2.8,0.8,7.1,17000,5000,42000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"25-44",10.8,6.1,17.3,11.6,6.5,18.6,11.2,7.6,15.6,131000,89000,183000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"45-64",25.4,19.3,32.3,34.6,21.2,50,29.9,22.6,38,338000,256000,430000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"65+",24.2,16.4,33.6,31.6,21.8,42.8,27.7,21.3,34.8,152000,117000,191000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Non-problem gambler",19.1,15.2,23.5,25,17.8,33.4,21.9,17.8,26.3,543000,443000,654000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Low-risk gambler",30.6,15.4,49.6,26.3,13.1,43.7,28.2,18.2,40.1,58000,37000,83000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Moderate-risk or problem gambler",32.2,15.5,53.2,35.2,15.7,59.1,33.9,20.7,49.4,37000,22000,53000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Maori",18.9,13,26,20.9,15.5,27.1,19.8,15.8,24.4,87000,69000,106000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Pacific",12.9,7,21,17.5,11.5,25,15.1,10.9,20.1,29000,21000,39000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"Asian",1.9,0.4,5.6,28.1,1.7,78.2,14.6,1.6,44.6,53000,6000,162000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2010,"European/Other",18,14.2,22.3,19.5,15.1,24.6,18.7,15.8,21.9,505000,427000,590000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Least (1-3)",19.8,13.8,26.9,24,17,32.3,21.9,17.3,27,208000,164000,256000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Mid (4-7)",17.1,13.2,21.6,25,19.9,30.7,20.9,17.6,24.4,312000,264000,366000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Most (8-10)",15.8,12.2,19.9,21.8,16.9,27.5,18.7,15.6,22.1,196000,164000,232000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Total",17.4,14.9,20.1,23.8,20.6,27.2,20.5,18.5,22.6,716000,647000,791000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"15-24",5.9,2.6,11.3,4.1,1.7,8.2,5,2.8,8.2,31000,17000,51000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"25-44",13.9,10.4,18,18.8,13.1,25.8,16.3,12.9,20.1,186000,148000,230000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"45-64",24.4,19.4,29.9,35.1,28.7,42,29.4,25.2,33.8,326000,279000,375000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"65+",22.1,15.5,29.9,33.7,26.5,41.5,27.8,22.8,33.3,173000,142000,207000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Non-problem gambler",24.2,20.5,28.2,34,29.3,38.9,28.8,25.7,32,656000,585000,729000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Low-risk gambler",30.3,11.8,55.1,56.4,31.9,78.9,44.9,29.1,61.5,42000,28000,58000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,39.7,20.9,61.1,18000,10000,28000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Maori",22.4,17.3,28.1,21.9,16.7,27.9,22.2,18.5,26.2,1e+05,83000,119000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Pacific",13.4,9.1,18.7,29.4,22.4,37.3,21.2,17,25.8,44000,35000,53000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"Asian",11.7,5.5,21.1,14.9,5.2,31,13.2,7.2,21.7,53000,28000,86000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2012,"European/Other",17.2,14.4,20.3,23.2,19.8,26.9,20.1,17.9,22.4,572000,508000,639000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Least (1-3)",12.9,8.6,18.3,21.8,14.9,30.3,17.3,13.3,21.9,198000,152000,250000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Mid (4-7)",14.7,11.4,18.5,18,13.5,23.3,16.4,13.4,19.6,254000,209000,305000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Most (8-10)",16,12.2,20.6,19.4,13.5,26.4,17.6,13.8,21.8,155000,122000,193000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Total",14.4,12.2,16.9,19.6,16.3,23.2,16.9,15,19,609000,540000,685000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"15-24",0.3,0,1.2,6.2,1.9,14.7,3.4,1.1,7.7,22000,7000,50000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"25-44",10.3,7.5,13.6,14.1,8.4,21.8,12.1,9,16,141000,104000,185000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"45-64",22.2,17.3,27.8,28.9,22.8,35.7,25.5,21.5,29.8,278000,235000,325000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"65+",21.1,15.3,27.8,27.3,21.2,34.1,24,19.8,28.6,168000,138000,2e+05
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Non-problem gambler",19.7,16.5,23.2,26.9,22.5,31.7,23.1,20.4,26,544000,480000,613000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Low-risk gambler",39.7,20.2,61.9,37,14.4,65,38.2,21.8,57,41000,23000,61000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,35.7,12.5,65.2,24000,8000,43000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Maori",12.7,8.4,18.2,19.5,12.5,28.2,15.9,12,20.6,75000,56000,97000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Pacific",12.8,7.7,19.6,14.3,9,21.2,13.6,9.7,18.2,30000,22000,41000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Asian",4.7,1.9,9.5,12.2,5.8,22,8.4,4.8,13.3,38000,22000,61000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"European/Other",16.2,13.4,19.4,21,17,25.5,18.6,16.1,21.2,509000,441000,582000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Least (1-3)",12.5,9.2,16.6,11.6,8.8,14.9,12.1,9.7,14.7,141000,113000,171000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Mid (4-7)",17,13.7,20.6,16.5,13.2,20.3,16.7,14.3,19.5,275000,234000,319000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Most (8-10)",16.3,13.2,19.8,20,16,24.5,18.2,15.7,20.9,177000,153000,203000
