"indicator","subtopic","short.description","population","group","percent.06","percent.08","percent.10","percent.12","percent.14","percent.16","percent.18","p.value.18.06","p.value.18.08","p.value.18.10","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.06","p.value.16.08","p.value.16.10","p.value.16.12","p.value.16.14"
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults","Asian",NA,NA,NA,NA,5.6,2.1,0.6,NA,NA,NA,NA,0,0.2,NA,NA,NA,NA,NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults","European/Other",NA,NA,NA,NA,6.9,6.9,7.2,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults","Least (1-3)",NA,NA,NA,NA,3,3.9,2.3,NA,NA,NA,NA,0.5,0.2,NA,NA,NA,NA,NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults","Mid (4-7)",NA,NA,NA,NA,6.6,6.5,6.9,NA,NA,NA,NA,0.9,0.8,NA,NA,NA,NA,NA
"ind_52","Current smoking (and cannabis use)","Addiction to tobacco","adults","Most (8-10)",NA,NA,NA,NA,17.4,12.3,12.7,NA,NA,NA,NA,0.1,0.8,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Total",NA,18.1,16.8,15,15.5,14,12.8,NA,0,0,0.1,0.1,0.4,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Men",NA,20.9,17.9,15.7,18,15.8,15.7,NA,0.1,0.5,1,0.4,1,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Women",NA,15.5,15.7,14.3,13.1,12.4,10.1,NA,0,0,0,0.1,0.1,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","15-24",NA,19.7,24.8,17.9,16.3,14.5,17.9,NA,0.8,0.3,1,0.7,0.5,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","25-44",NA,20.4,18.9,19.3,21.4,17.1,13.2,NA,0,0.1,0,0,0.1,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","45-64",NA,19,16.2,14.6,15.1,15.9,14.5,NA,0.2,0.6,1,0.8,0.6,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","65+",NA,8.6,4.7,4.7,5.3,4.9,5.4,NA,0.2,0.7,0.7,0.9,0.7,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Maori",NA,39.2,41,32.8,34,28.4,29.9,NA,0.1,0,0.5,0.3,0.7,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Pacific",NA,21.1,32.5,23.9,24.3,22.2,19.1,NA,0.7,0,0.2,0.3,0.5,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Asian",NA,9.1,10.7,6.9,8.9,8.9,5.8,NA,0.6,0.4,0.8,0.4,0.4,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","European/Other",NA,16.7,14.1,12.6,13.5,12.8,12.6,NA,0.1,0.5,1,0.6,0.9,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Least (1-3)",NA,12,7.3,9.2,8.1,8.9,5.9,NA,0,0.7,0.1,0.3,0.2,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Mid (4-7)",NA,16.9,16.6,14.7,13.6,12.8,12.7,NA,0.2,0.2,0.4,0.7,1,NA,NA,NA,NA,NA
"ind_55","Current smoking (and cannabis use)","Current smoker – daily","adults","Most (8-10)",NA,26.5,27.8,20.7,28.6,22.3,21.2,NA,0.2,0.1,0.9,0,0.7,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Total",NA,NA,NA,NA,12.9,17,22.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Men",NA,NA,NA,NA,13.6,20.3,26.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Women",NA,NA,NA,NA,12.3,13.8,18.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","15-24",NA,NA,NA,NA,23.2,30.2,46,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","25-44",NA,NA,NA,NA,17.7,23,29.1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","45-64",NA,NA,NA,NA,8.2,11.1,12.3,NA,NA,NA,NA,0.1,0.6,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","65+",NA,NA,NA,NA,3,3.6,5.9,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Maori",NA,NA,NA,NA,24.6,36,46.8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Pacific",NA,NA,NA,NA,17.1,21.2,25.3,NA,NA,NA,NA,0.1,0.3,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Asian",NA,NA,NA,NA,4,12.1,12,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","European/Other",NA,NA,NA,NA,13.2,16.5,23.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Least (1-3)",NA,NA,NA,NA,8.1,13.3,14.9,NA,NA,NA,NA,0,0.6,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Mid (4-7)",NA,NA,NA,NA,14.3,14.6,24.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried a vaping product","adults","Most (8-10)",NA,NA,NA,NA,17.1,25.2,28.4,NA,NA,NA,NA,0,0.3,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Total",NA,NA,NA,NA,0.8,1.7,4.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Men",NA,NA,NA,NA,0.6,2,5.2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Women",NA,NA,NA,NA,1,1.5,3.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","15-24",NA,NA,NA,NA,0.1,2.2,7.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","25-44",NA,NA,NA,NA,1.3,2.4,5.9,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","45-64",NA,NA,NA,NA,0.8,1.3,3.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","65+",NA,NA,NA,NA,0.5,0.9,0.7,NA,NA,NA,NA,0.6,0.9,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Maori",NA,NA,NA,NA,1.2,2.9,8.1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Pacific",NA,NA,NA,NA,0.5,4.2,5.9,NA,NA,NA,NA,0,0.6,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Asian",NA,NA,NA,NA,0.8,1.3,1.9,NA,NA,NA,NA,0.5,0.7,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","European/Other",NA,NA,NA,NA,0.7,1.6,4.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Least (1-3)",NA,NA,NA,NA,0.7,1.4,2.5,NA,NA,NA,NA,0.1,0.4,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Mid (4-7)",NA,NA,NA,NA,1,1.5,4.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_57","Vaping / e-cigarettes","Current vaping product users in the population","adults","Most (8-10)",NA,NA,NA,NA,0.7,2.5,6.2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Total",NA,NA,NA,NA,3.3,5.9,14.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Men",NA,NA,NA,NA,3.1,5.8,17.3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Women",NA,NA,NA,NA,3.5,6,10.3,NA,NA,NA,NA,0,0.2,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","15-24",NA,NA,NA,NA,0,2.1,10.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","25-44",NA,NA,NA,NA,5.1,6.5,15.4,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","45-64",NA,NA,NA,NA,5,7,22.7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","65+",NA,NA,NA,NA,NA,24.2,5.6,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Maori",NA,NA,NA,NA,2.6,3.8,10.3,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Pacific",NA,NA,NA,NA,1.1,5.5,21.8,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Asian",NA,NA,NA,NA,NA,10.8,15.5,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","European/Other",NA,NA,NA,NA,2.5,5.8,14.2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Least (1-3)",NA,NA,NA,NA,5,6.1,13.7,NA,NA,NA,NA,0.2,0.3,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Mid (4-7)",NA,NA,NA,NA,3.7,6.4,14.1,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried vaping","Most (8-10)",NA,NA,NA,NA,1.8,5.1,15,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Total",NA,NA,NA,NA,4.4,8.5,17.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Men",NA,NA,NA,NA,4.3,8.1,18.2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Women",NA,NA,NA,NA,4.6,9,16.3,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","15-24",NA,NA,NA,NA,0.2,5.2,13.7,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","25-44",NA,NA,NA,NA,5.7,9.4,18.6,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","45-64",NA,NA,NA,NA,7.3,8.8,25.7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","65+",NA,NA,NA,NA,NA,24.2,6.5,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Maori",NA,NA,NA,NA,4.2,7.3,13.8,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Pacific",NA,NA,NA,NA,2,9.1,22.5,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Asian",NA,NA,NA,NA,NA,10.8,15.5,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","European/Other",NA,NA,NA,NA,3.5,8.5,17.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Least (1-3)",NA,NA,NA,NA,5,7.6,14.5,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Mid (4-7)",NA,NA,NA,NA,4.7,8.3,17.1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried vaping","Most (8-10)",NA,NA,NA,NA,3.6,9.3,19.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Total",18,15.8,18.5,20.5,16.9,15.7,14.2,0,0.2,0,0,0,0.2,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Men",19.7,15.4,20.6,23.8,19.6,16,16,0.1,0.8,0.2,0,0.1,1,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Women",16.4,16.2,16.6,17.4,14.4,15.4,12.5,0,0.1,0,0,0.2,0,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","15-24",5.4,4.5,2.8,5,3.4,1.3,1.8,0.1,0.3,0.6,0.1,0.5,0.7,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","25-44",13.4,13.8,11.2,16.3,12.1,10.4,7.9,0,0,0.2,0,0.1,0.1,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","45-64",27.5,21.8,29.9,29.4,25.5,23.2,20.4,0,0.7,0,0,0.1,0.3,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","65+",24.4,22.2,27.7,27.8,24,26.1,25.9,0.7,0.4,0.7,0.6,0.5,1,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Maori",23.2,16.7,19.8,22.2,15.9,17.1,14.9,0,0.5,0.1,0,0.7,0.3,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Pacific",13.8,19.9,15.1,21.2,13.6,16.3,15.4,0.6,0.2,0.9,0.1,0.5,0.8,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Asian",11.9,6.4,14.6,13.2,8.4,7,8,0.3,0.8,0.6,0.3,0.9,0.8,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","European/Other",18,16.3,18.7,20.1,18.6,16.9,15.1,0.1,0.5,0.1,0,0,0.2,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Least (1-3)",14.1,15.6,20.3,21.9,17.3,12.1,11.4,0.4,0.1,0,0,0,0.8,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Mid (4-7)",20.8,15.1,18.7,20.9,16.4,16.7,14.7,0,0.9,0.2,0,0.5,0.3,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Most (8-10)",18.3,17.2,16.3,18.7,17.6,18.2,16.5,0.5,0.8,0.9,0.3,0.7,0.4,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Non-problem gambler",NA,NA,21.9,28.8,23.1,21.5,21.1,NA,NA,0.8,0,0.3,0.8,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Low-risk gambler",NA,NA,28.2,44.9,38.2,32.7,22.1,NA,NA,0.5,0,0.1,0.2,NA,NA,NA,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Moderate-risk or problem gambler",NA,NA,33.9,39.7,35.7,36.2,20,NA,NA,0.2,0.1,0.3,0.2,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Total",NA,NA,NA,NA,54.9,49.3,43.1,NA,NA,NA,NA,0.4,0.6,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Men",NA,NA,NA,NA,NA,61,44.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Women",NA,NA,NA,NA,NA,34.3,41.5,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","25-44",NA,NA,NA,NA,NA,59.8,49.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","45-64",NA,NA,NA,NA,NA,NA,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Maori",NA,NA,NA,NA,NA,41.3,32.3,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","European/Other",NA,NA,NA,NA,NA,39.4,43.9,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Mid (4-7)",NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers","Most (8-10)",NA,NA,NA,NA,NA,34.5,37,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Total",NA,NA,NA,NA,23.4,29,21.8,NA,NA,NA,NA,0.9,0.4,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Men",NA,NA,NA,NA,NA,37.7,18.7,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Women",NA,NA,NA,NA,NA,17.7,26.1,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","25-44",NA,NA,NA,NA,NA,31.6,19.6,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","45-64",NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Maori",NA,NA,NA,NA,NA,13.3,34.5,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","European/Other",NA,NA,NA,NA,NA,38.7,18.8,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Mid (4-7)",NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers","Most (8-10)",NA,NA,NA,NA,NA,20.5,28.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Total",NA,NA,NA,NA,NA,34.3,29.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Men",NA,NA,NA,NA,NA,37.5,33.9,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Women",NA,NA,NA,NA,NA,31.3,25.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","15-24",NA,NA,NA,NA,NA,42.2,48.7,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","25-44",NA,NA,NA,NA,NA,35.5,30.7,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","45-64",NA,NA,NA,NA,NA,31.7,26.5,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","65+",NA,NA,NA,NA,NA,29,16.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Maori",NA,NA,NA,NA,NA,32,32.6,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Pacific",NA,NA,NA,NA,NA,28.4,30.2,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Asian",NA,NA,NA,NA,NA,23.8,22.4,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","European/Other",NA,NA,NA,NA,NA,37.2,31.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Least (1-3)",NA,NA,NA,NA,NA,37.5,33.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Mid (4-7)",NA,NA,NA,NA,NA,31.9,28.4,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults","Most (8-10)",NA,NA,NA,NA,NA,34.4,27.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
